reciter_id,surah_id,ayah_id,duration_s,text_simple,word_count,num_alignments,audio_filename
36,3,116,25.420000076293945,ان الله لا يغفر ان يشرك به ويغفر ما دون ذلك لمن يشاء ومن يشرك بالله فقد ضل ضلالا بعيدا,20,20,tadabur_spk0036_S3_A116_7d3880f1_000084.wav
9,73,29,2.4019999504089355,لواحة للبشر,2,2,tadabur_spk0009_S73_A29_82fe2453_000056.wav
79,104,4,8.04800033569336,ترميهم بحجارة من سجيل,4,4,tadabur_spk0079_S104_A4_c2d978bd_000401.wav
425,3,90,39.01599884033203,الا الذين يصلون الى قوم بينكم وبينهم ميثاق او جاءوكم حصرت صدورهم ان يقاتلوكم او يقاتلوا قومهم ولو شاء الله لسلطهم عليكم فلقاتلوكم فان اعتزلوكم فلم يقاتلوكم والقوا اليكم السلم فما جعل الله لكم عليهم سبيلا,36,36,tadabur_spk0425_S3_A90_9b7f9537_000000.wav
667,91,11,6.906000137329102,وما يغني عنه ماله اذا تردى,6,6,tadabur_spk0667_S91_A11_4696ac03_000040.wav
301,16,35,14.819000244140625,واوفوا الكيل اذا كلتم وزنوا بالقسطاس المستقيم ذلك خير واحسن تاويلا,11,11,tadabur_spk0301_S16_A35_f974f4c1_000000.wav
66,11,14,8.904999732971191,قالوا لئن اكله الذئب ونحن عصبة انا اذا لخاسرون,9,9,tadabur_spk0066_S11_A14_30dd25d4_000087.wav
31,1,151,26.930999755859375,كما ارسلنا فيكم رسولا منكم يتلو عليكم اياتنا ويزكيكم ويعلمكم الكتاب والحكمة ويعلمكم ما لم تكونوا تعلمون,17,17,tadabur_spk0031_S1_A151_935dc551_000115.wav
66,36,18,4.486000061035156,قل نعم وانتم داخرون,4,4,tadabur_spk0066_S36_A18_4032a1ac_000065.wav
179,40,46,13.45300006866455,من عمل صالحا فلنفسه ومن اساء فعليها وما ربك بظلام للعبيد,11,11,tadabur_spk0179_S40_A46_2d6d71ba_000025.wav
486,35,13,8.633000373840332,واضرب لهم مثلا اصحاب القرية اذ جاءها المرسلون,8,8,tadabur_spk0486_S35_A13_b4955e9c_000013.wav
583,42,3,8.190999984741211,انا جعلناه قرانا عربيا لعلكم تعقلون,6,6,tadabur_spk0583_S42_A3_2d0cf0f3_000000.wav
17,46,30,18.20599937438965,ولو نشاء لاريناكهم فلعرفتهم بسيماهم ولتعرفنهم في لحن القول والله يعلم اعمالكم,12,12,tadabur_spk0017_S46_A30_f156ba69_000018.wav
52,1,94,16.996000289916992,قل ان كانت لكم الدار الاخرة عند الله خالصة من دون الناس فتمنوا الموت ان كنتم صادقين,17,17,tadabur_spk0052_S1_A94_5d9dd38b_000073.wav
9,49,30,7.083000183105469,يوم نقول لجهنم هل امتلات وتقول هل من مزيد,9,9,tadabur_spk0009_S49_A30_ef3636b4_000048.wav
486,35,64,7.953000068664551,اصلوها اليوم بما كنتم تكفرون,5,5,tadabur_spk0486_S35_A64_b4955e9c_000069.wav
143,55,21,6.40500020980835,ولحم طير مما يشتهون,4,4,tadabur_spk0143_S55_A21_7fca69ec_000015.wav
27,67,3,5.002999782562256,وان لك لاجرا غير ممنون,5,5,tadabur_spk0027_S67_A3_ed04dd14_000029.wav
31,32,33,39.84000015258789,وقرن في بيوتكن ولا تبرجن تبرج الجاهلية الاولى واقمن الصلاة واتين الزكاة واطعن الله ورسوله انما يريد الله ليذهب عنكم الرجس اهل البيت ويطهركم تطهيرا,25,25,tadabur_spk0031_S32_A33_0f6a1ab1_000021.wav
636,54,1,1.0210000276565552,الرحمن,1,1,tadabur_spk0636_S54_A1_2716b2bd_000002.wav
34,27,23,34.6619987487793,ولما ورد ماء مدين وجد عليه امة من الناس يسقون ووجد من دونهم امراتين تذودان قال ما خطبكما قالتا لا نسقي حتى يصدر الرعاء وابونا شيخ كبير,27,27,tadabur_spk0034_S27_A23_126a9546_000025.wav
414,1,140,32.0099983215332,ام تقولون ان ابراهيم واسماعيل واسحاق ويعقوب والاسباط كانوا هودا او نصارى قل اانتم اعلم ام الله ومن اظلم ممن كتم شهادة عنده من الله وما الله بغافل عما تعملون,30,30,tadabur_spk0414_S1_A140_a85d7a3c_000083.wav
105,62,4,36.202999114990234,واذا رايتهم تعجبك اجسامهم وان يقولوا تسمع لقولهم كانهم خشب مسندة يحسبون كل صيحة عليهم هم العدو فاحذرهم قاتلهم الله انى يؤفكون,22,22,tadabur_spk0105_S62_A4_c82b7a53_000003.wav
105,19,47,20.327999114990234,فاتياه فقولا انا رسولا ربك فارسل معنا بني اسرائيل ولا تعذبهم قد جئناك باية من ربك والسلام على من اتبع الهدى,21,21,tadabur_spk0105_S19_A47_4bebadf9_000032.wav
138,3,77,41.61000061035156,الم تر الى الذين قيل لهم كفوا ايديكم واقيموا الصلاة واتوا الزكاة فلما كتب عليهم القتال اذا فريق منهم يخشون الناس كخشية الله او اشد خشية وقالوا ربنا لم كتبت علينا القتال لولا اخرتنا الى اجل قريب قل متاع الدنيا قليل والاخرة خير لمن اتقى ولا تظلمون فتيلا,48,48,tadabur_spk0138_S3_A77_167b9d2b_000033.wav
33,3,55,13.850000381469727,فمنهم من امن به ومنهم من صد عنه وكفى بجهنم سعيرا,11,11,tadabur_spk0033_S3_A55_470823bd_000034.wav
45,14,90,7.425000190734863,كما انزلنا على المقتسمين,4,4,tadabur_spk0045_S14_A90_83ba47cd_000064.wav
91,1,77,10.133000373840332,اولا يعلمون ان الله يعلم ما يسرون وما يعلنون,9,9,tadabur_spk0091_S1_A77_fc847732_000000.wav
106,56,7,25.7810001373291,امنوا بالله ورسوله وانفقوا مما جعلكم مستخلفين فيه فالذين امنوا منكم وانفقوا لهم اجر كبير,15,15,tadabur_spk0106_S56_A7_84611696_000005.wav
177,13,38,19.45199966430664,ربنا انك تعلم ما نخفي وما نعلن وما يخفى على الله من شيء في الارض ولا في السماء,18,18,tadabur_spk0177_S13_A38_f9566140_000020.wav
105,21,64,12.913000106811523,له ما في السماوات وما في الارض وان الله لهو الغني الحميد,12,12,tadabur_spk0105_S21_A64_f4840980_000039.wav
9,94,4,5.486000061035156,لقد خلقنا الانسان في احسن تقويم,6,6,tadabur_spk0009_S94_A4_6c67902c_000003.wav
158,17,76,10.503000259399414,قال ان سالتك عن شيء بعدها فلا تصاحبني قد بلغت من لدني عذرا,13,13,tadabur_spk0158_S17_A76_4d1fb045_000062.wav
20,39,75,13.189000129699707,ذلكم بما كنتم تفرحون في الارض بغير الحق وبما كنتم تمرحون,11,11,tadabur_spk0020_S39_A75_20e72709_000056.wav
68,43,28,5.124000072479248,كذلك واورثناها قوما اخرين,4,4,tadabur_spk0068_S43_A28_3f6782c9_000155.wav
1,53,54,5.563000202178955,ان المتقين في جنات ونهر,5,5,tadabur_spk0001_S53_A54_0975b0c9_000193.wav
19,16,33,22.354000091552734,ولا تقتلوا النفس التي حرم الله الا بالحق ومن قتل مظلوما فقد جعلنا لوليه سلطانا فلا يسرف في القتل انه كان منصورا,22,22,tadabur_spk0019_S16_A33_99c82902_000004.wav
211,77,36,8.145000457763672,جزاء من ربك عطاء حسابا,5,5,tadabur_spk0211_S77_A36_5e6a4678_000033.wav
66,5,18,8.024999618530273,وهو القاهر فوق عباده وهو الحكيم الخبير,7,7,tadabur_spk0066_S5_A18_0d4a2585_000011.wav
101,22,42,9.086000442504883,ثم انشانا من بعدهم قرونا اخرين,6,6,tadabur_spk0101_S22_A42_33a373ef_000036.wav
87,24,67,9.526000022888184,والذين اذا انفقوا لم يسرفوا ولم يقتروا وكان بين ذلك قواما,11,11,tadabur_spk0087_S24_A67_546126e1_000004.wav
693,1,197,42.44900131225586,الحج اشهر معلومات فمن فرض فيهن الحج فلا رفث ولا فسوق ولا جدال في الحج وما تفعلوا من خير يعلمه الله وتزودوا فان خير الزاد التقوى واتقون يا اولي الالباب,30,30,tadabur_spk0693_S1_A197_b511de48_000157.wav
471,82,16,3.687000036239624,ثم انهم لصالو الجحيم,4,4,tadabur_spk0471_S82_A16_5733e69f_000000.wav
51,46,2,15.111000061035156,والذين امنوا وعملوا الصالحات وامنوا بما نزل على محمد وهو الحق من ربهم كفر عنهم سيئاتهم واصلح بالهم,18,18,tadabur_spk0051_S46_A2_cb14c739_000026.wav
67,25,95,6.671999931335449,وجنود ابليس اجمعون,3,3,tadabur_spk0067_S25_A95_40a7ea8d_000082.wav
383,1,199,9.720000267028809,ثم افيضوا من حيث افاض الناس واستغفروا الله ان الله غفور رحيم,12,12,tadabur_spk0383_S1_A199_96ac6abc_000000.wav
51,27,8,14.388999938964844,فالتقطه ال فرعون ليكون لهم عدوا وحزنا ان فرعون وهامان وجنودهما كانوا خاطئين,13,13,tadabur_spk0051_S27_A8_f679fb1d_000008.wav
12,88,10,4.242000102996826,وفرعون ذي الاوتاد,3,3,tadabur_spk0012_S88_A10_7560c98a_000261.wav
31,29,7,12.885000228881836,يعلمون ظاهرا من الحياة الدنيا وهم عن الاخرة هم غافلون,10,10,tadabur_spk0031_S29_A7_0786c360_000005.wav
26,2,86,23.975000381469727,كيف يهدي الله قوما كفروا بعد ايمانهم وشهدوا ان الرسول حق وجاءهم البينات والله لا يهدي القوم الظالمين,18,18,tadabur_spk0026_S2_A86_c2c7c7a2_000066.wav
66,15,80,29.599000930786133,والله جعل لكم من بيوتكم سكنا وجعل لكم من جلود الانعام بيوتا تستخفونها يوم ظعنكم ويوم اقامتكم ومن اصوافها واوبارها واشعارها اثاثا ومتاعا الى حين,25,25,tadabur_spk0066_S15_A80_2955edf6_000055.wav
423,47,13,29.152000427246094,ومن لم يؤمن بالله ورسوله فانا اعتدنا للكافرين سعيرا,9,9,tadabur_spk0423_S47_A13_915b5cf4_000009.wav
48,1,181,12.1899995803833,فمن بدله بعدما سمعه فانما اثمه على الذين يبدلونه ان الله سميع عليم,13,13,tadabur_spk0048_S1_A181_ffe00dd1_000126.wav
37,6,26,24.083999633789062,يا بني ادم قد انزلنا عليكم لباسا يواري سواتكم وريشا ولباس التقوى ذلك خير ذلك من ايات الله لعلهم يذكرون,20,20,tadabur_spk0037_S6_A26_78a7f427_000007.wav
17,11,103,7.2230000495910645,وما اكثر الناس ولو حرصت بمؤمنين,6,6,tadabur_spk0017_S11_A103_c76cbb1e_000048.wav
180,37,48,6.422999858856201,واذكر اسماعيل واليسع وذا الكفل وكل من الاخيار,8,8,tadabur_spk0180_S37_A48_5985a045_000042.wav
158,39,2,5.182000160217285,تنزيل الكتاب من الله العزيز العليم,6,6,tadabur_spk0158_S39_A2_0eeeeef0_000000.wav
354,1,146,21.22100067138672,الذين اتيناهم الكتاب يعرفونه كما يعرفون ابناءهم وان فريقا منهم ليكتمون الحق وهم يعلمون,14,14,tadabur_spk0354_S1_A146_6fb378d1_000000.wav
27,88,25,6.763999938964844,فيومئذ لا يعذب عذابه احد,5,5,tadabur_spk0027_S88_A25_8f19a4f4_000180.wav
12,1,94,17.70599937438965,قل ان كانت لكم الدار الاخرة عند الله خالصة من دون الناس فتمنوا الموت ان كنتم صادقين,17,17,tadabur_spk0012_S1_A94_86f274ad_000052.wav
1,108,2,5.943999767303467,لا اعبد ما تعبدون,4,4,tadabur_spk0001_S108_A2_62fb42c7_000412.wav
425,1,28,16.7810001373291,كيف تكفرون بالله وكنتم امواتا فاحياكم ثم يميتكم ثم يحييكم ثم اليه ترجعون,13,13,tadabur_spk0425_S1_A28_c254b0e1_000000.wav
66,18,13,8.303999900817871,وحنانا من لدنا وزكاة وكان تقيا,6,6,tadabur_spk0066_S18_A13_d4a59126_000007.wav
22,2,137,13.968000411987305,قد خلت من قبلكم سنن فسيروا في الارض فانظروا كيف كان عاقبة المكذبين,13,13,tadabur_spk0022_S2_A137_59b0843e_000040.wav
693,1,147,9.053999900817871,الحق من ربك فلا تكونن من الممترين,7,7,tadabur_spk0693_S1_A147_b511de48_000119.wav
1,14,36,8.364999771118164,قال رب فانظرني الى يوم يبعثون,6,6,tadabur_spk0001_S14_A36_9e8aae49_000250.wav
93,2,147,20.190000534057617,وما كان قولهم الا ان قالوا ربنا اغفر لنا ذنوبنا واسرافنا في امرنا وثبت اقدامنا وانصرنا على القوم الكافرين,19,19,tadabur_spk0093_S2_A147_c8442a2e_000109.wav
57,8,33,14.72599983215332,هو الذي ارسل رسوله بالهدى ودين الحق ليظهره على الدين كله ولو كره المشركون,14,14,tadabur_spk0057_S8_A33_7ca8ee7b_000021.wav
153,73,51,3.122999906539917,فرت من قسورة,3,3,tadabur_spk0153_S73_A51_78adfee2_000224.wav
20,33,12,28.59600067138672,ولسليمان الريح غدوها شهر ورواحها شهر واسلنا له عين القطر ومن الجن من يعمل بين يديه باذن ربه ومن يزغ منهم عن امرنا نذقه من عذاب السعير,27,27,tadabur_spk0020_S33_A12_dc741c22_000008.wav
22,64,9,9.222000122070312,فذاقت وبال امرها وكان عاقبة امرها خسرا,7,7,tadabur_spk0022_S64_A9_c2c2c3be_000094.wav
36,17,36,22.270999908447266,وما اظن الساعة قائمة ولئن رددت الى ربي لاجدن خيرا منها منقلبا,12,12,tadabur_spk0036_S17_A36_e65ff67e_000023.wav
4,25,144,3.9049999713897705,فاتقوا الله واطيعون,3,3,tadabur_spk0004_S25_A144_f0e9ef51_000072.wav
127,2,162,13.329000473022461,افمن اتبع رضوان الله كمن باء بسخط من الله وماواه جهنم وبئس المصير,13,13,tadabur_spk0127_S2_A162_ef2137aa_000100.wav
41,67,14,7.802999973297119,ان كان ذا مال وبنين,5,5,tadabur_spk0041_S67_A14_cdd56c4e_000040.wav
593,1,276,17.417999267578125,يمحق الله الربا ويربي الصدقات والله لا يحب كل كفار اثيم,11,11,tadabur_spk0593_S1_A276_c7a0a756_000000.wav
425,50,49,12.701000213623047,ومن كل شيء خلقنا زوجين لعلكم تذكرون,7,7,tadabur_spk0425_S50_A49_dd3e05dd_000000.wav
68,50,3,3.26200008392334,فالجاريات يسرا,2,2,tadabur_spk0068_S50_A3_723072b4_000113.wav
86,27,48,28.57699966430664,فلما جاءهم الحق من عندنا قالوا لولا اوتي مثل ما اوتي موسى اولم يكفروا بما اوتي موسى من قبل قالوا سحران تظاهرا وقالوا انا بكل كافرون,26,26,tadabur_spk0086_S27_A48_b499c98c_000032.wav
9,87,12,3.3410000801086426,فيها عين جارية,3,3,tadabur_spk0009_S87_A12_3f1aaef9_000026.wav
444,35,22,7.249000072479248,وما لي لا اعبد الذي فطرني واليه ترجعون,8,8,tadabur_spk0444_S35_A22_505e7324_000014.wav
8,106,3,4.02400016784668,ولا يحض على طعام المسكين,5,5,tadabur_spk0008_S106_A3_c8dc66d8_000040.wav
481,54,74,12.159000396728516,لم يطمثهن انس قبلهم ولا جان,6,6,tadabur_spk0481_S54_A74_41470dae_000067.wav
205,3,104,24.268999099731445,ولا تهنوا في ابتغاء القوم ان تكونوا تالمون فانهم يالمون كما تالمون وترجون من الله ما لا يرجون وكان الله عليما حكيما,22,22,tadabur_spk0205_S3_A104_e655f753_000068.wav
86,5,24,9.444999694824219,انظر كيف كذبوا على انفسهم وضل عنهم ما كانوا يفترون,10,10,tadabur_spk0086_S5_A24_db362cd3_000058.wav
26,40,44,42.15700149536133,ولو جعلناه قرانا اعجميا لقالوا لولا فصلت اياته ااعجمي وعربي قل هو للذين امنوا هدى وشفاء والذين لا يؤمنون في اذانهم وقر وهو عليهم عمى اولئك ينادون من مكان بعيد,30,30,tadabur_spk0026_S40_A44_b56d4833_000029.wav
66,11,7,11.086000442504883,لقد كان في يوسف واخوته ايات للسائلين,7,7,tadabur_spk0066_S11_A7_30dd25d4_000085.wav
93,42,50,8.041999816894531,فلما كشفنا عنهم العذاب اذا هم ينكثون,7,7,tadabur_spk0093_S42_A50_360397a7_000034.wav
138,25,147,3.9839999675750732,في جنات وعيون,3,3,tadabur_spk0138_S25_A147_0f8fb822_000134.wav
35,1,196,74.17900085449219,واتموا الحج والعمرة لله فان احصرتم فما استيسر من الهدي ولا تحلقوا رءوسكم حتى يبلغ الهدي محله فمن كان منكم مريضا او به اذى من راسه ففدية من صيام او صدقة او نسك فاذا امنتم فمن تمتع بالعمرة الى الحج فما استيسر من الهدي فمن لم يجد فصيام ثلاثة ايام في الحج وسبعة اذا رجعتم تلك عشرة كاملة ذلك لمن لم يكن اهله حاضري المسجد الحرام واتقوا الله واعلموا ان الله شديد العقاب,73,73,tadabur_spk0035_S1_A196_85a2cfbe_000179.wav
34,13,28,9.902999877929688,الم تر الى الذين بدلوا نعمت الله كفرا واحلوا قومهم دار البوار,12,12,tadabur_spk0034_S13_A28_99857bf4_000007.wav
636,80,10,2.502000093460083,واذا الصحف نشرت,3,3,tadabur_spk0636_S80_A10_3c59d1c5_000119.wav
51,1,155,14.182000160217285,ولنبلونكم بشيء من الخوف والجوع ونقص من الاموال والانفس والثمرات وبشر الصابرين,12,12,tadabur_spk0051_S1_A155_97d5247d_000098.wav
308,1,194,19.45400047302246,الشهر الحرام بالشهر الحرام والحرمات قصاص فمن اعتدى عليكم فاعتدوا عليه بمثل ما اعتدى عليكم واتقوا الله واعلموا ان الله مع المتقين,22,22,tadabur_spk0308_S1_A194_e8dc4753_000112.wav
133,16,4,18.76799964904785,وقضينا الى بني اسرائيل في الكتاب لتفسدن في الارض مرتين ولتعلن علوا كبيرا,13,13,tadabur_spk0133_S16_A4_8f9fb8ac_000006.wav
710,21,73,31.683000564575195,يا ايها الناس ضرب مثل فاستمعوا له ان الذين تدعون من دون الله لن يخلقوا ذبابا ولو اجتمعوا له وان يسلبهم الذباب شيئا لا يستنقذوه منه ضعف الطالب والمطلوب,29,29,tadabur_spk0710_S21_A73_b17c0016_000030.wav
131,39,33,12.62399959564209,يوم تولون مدبرين ما لكم من الله من عاصم ومن يضلل الله فما له من هاد,16,16,tadabur_spk0131_S39_A33_34233bc0_000027.wav
75,38,14,5.861999988555908,قل الله اعبد مخلصا له ديني,6,6,tadabur_spk0075_S38_A14_c9b554a9_000011.wav
2,83,22,4.421999931335449,بل الذين كفروا يكذبون,4,4,tadabur_spk0002_S83_A22_1f1b3cbe_000170.wav
0,21,4,16.077999114990234,كتب عليه انه من تولاه فانه يضله ويهديه الى عذاب السعير,11,11,tadabur_spk0000_S21_A4_62e4df12_000002.wav
27,22,84,9.36299991607666,قل لمن الارض ومن فيها ان كنتم تعلمون,8,8,tadabur_spk0027_S22_A84_2c0ae51e_000070.wav
71,25,84,5.261000156402588,واجعل لي لسان صدق في الاخرين,6,6,tadabur_spk0071_S25_A84_e446295d_000006.wav
153,18,84,8.767000198364258,فلا تعجل عليهم انما نعد لهم عدا,7,7,tadabur_spk0153_S18_A84_210a306d_000059.wav
518,17,66,10.930000305175781,قال له موسى هل اتبعك على ان تعلمن مما علمت رشدا,11,11,tadabur_spk0518_S17_A66_2453fa01_000049.wav
485,35,27,5.666999816894531,بما غفر لي ربي وجعلني من المكرمين,7,7,tadabur_spk0485_S35_A27_f60d77f5_000032.wav
4,21,42,11.383999824523926,وان يكذبوك فقد كذبت قبلهم قوم نوح وعاد وثمود,9,9,tadabur_spk0004_S21_A42_dd34daaa_000030.wav
360,18,54,10.35099983215332,واذكر في الكتاب اسماعيل انه كان صادق الوعد وكان رسولا نبيا,11,11,tadabur_spk0360_S18_A54_82458b5e_000056.wav
603,82,30,3.74399995803833,واذا مروا بهم يتغامزون,4,4,tadabur_spk0603_S82_A30_5016ad75_000000.wav
131,26,4,10.803999900817871,ان الذين لا يؤمنون بالاخرة زينا لهم اعمالهم فهم يعمهون,10,10,tadabur_spk0131_S26_A4_5bda9caa_000002.wav
127,100,7,3.381999969482422,فهو في عيشة راضية,4,4,tadabur_spk0127_S100_A7_30e6add8_000336.wav
61,1,94,16.79400062561035,قل ان كانت لكم الدار الاخرة عند الله خالصة من دون الناس فتمنوا الموت ان كنتم صادقين,17,17,tadabur_spk0061_S1_A94_6338e1d4_000058.wav
95,30,6,19.04599952697754,ومن الناس من يشتري لهو الحديث ليضل عن سبيل الله بغير علم ويتخذها هزوا اولئك لهم عذاب مهين,18,18,tadabur_spk0095_S30_A6_a8cd8cbe_000030.wav
41,39,63,9.826000213623047,كذلك يؤفك الذين كانوا بايات الله يجحدون,7,7,tadabur_spk0041_S39_A63_c94c3ac5_000035.wav
4,9,3,27.05500030517578,ان ربكم الله الذي خلق السماوات والارض في ستة ايام ثم استوى على العرش يدبر الامر ما من شفيع الا من بعد اذنه ذلكم الله ربكم فاعبدوه افلا تذكرون,29,29,tadabur_spk0004_S9_A3_bc348273_000001.wav
75,18,6,11.291999816894531,يرثني ويرث من ال يعقوب واجعله رب رضيا,8,8,tadabur_spk0075_S18_A6_5461697b_000003.wav
138,26,81,11.394000053405762,وما انت بهادي العمي عن ضلالتهم ان تسمع الا من يؤمن باياتنا فهم مسلمون,14,14,tadabur_spk0138_S26_A81_be955851_000018.wav
100,17,6,13.708999633789062,فلعلك باخع نفسك على اثارهم ان لم يؤمنوا بهذا الحديث اسفا,11,11,tadabur_spk0100_S17_A6_07092b61_000005.wav
148,16,22,10.345000267028809,لا تجعل مع الله الها اخر فتقعد مذموما مخذولا,9,9,tadabur_spk0148_S16_A22_97db68f6_000017.wav
28,75,11,7.72599983215332,فوقاهم الله شر ذلك اليوم ولقاهم نضرة وسرورا,8,8,tadabur_spk0028_S75_A11_c1cc0d83_000276.wav
324,78,30,4.685999870300293,والارض بعد ذلك دحاها,4,4,tadabur_spk0324_S78_A30_bf4ad4cd_000000.wav
0,77,23,7.421000003814697,لابثين فيها احقابا,3,3,tadabur_spk0000_S77_A23_047f9574_000020.wav
1,17,34,14.491999626159668,وكان له ثمر فقال لصاحبه وهو يحاوره انا اكثر منك مالا واعز نفرا,13,13,tadabur_spk0001_S17_A34_19d597ab_000029.wav
131,17,47,9.303000450134277,ويوم نسير الجبال وترى الارض بارزة وحشرناهم فلم نغادر منهم احدا,11,11,tadabur_spk0131_S17_A47_90e85009_000032.wav
66,21,8,11.267999649047852,ومن الناس من يجادل في الله بغير علم ولا هدى ولا كتاب منير,13,13,tadabur_spk0066_S21_A8_a82ad794_000004.wav
80,7,29,22.67099952697754,يا ايها الذين امنوا ان تتقوا الله يجعل لكم فرقانا ويكفر عنكم سيئاتكم ويغفر لكم والله ذو الفضل العظيم,19,19,tadabur_spk0080_S7_A29_b4cea38b_000104.wav
603,95,11,3.625,ارايت ان كان على الهدى,5,5,tadabur_spk0603_S95_A11_5016ad75_000000.wav
18,105,1,2.7019999027252197,لايلاف قريش,2,2,tadabur_spk0018_S105_A1_218e4bca_000093.wav
8,1,278,8.822999954223633,يا ايها الذين امنوا اتقوا الله وذروا ما بقي من الربا ان كنتم مؤمنين,14,14,tadabur_spk0008_S1_A278_e7201517_000239.wav
116,17,70,19.809999465942383,قال فان اتبعتني فلا تسالني عن شيء حتى احدث لك منه ذكرا,12,12,tadabur_spk0116_S17_A70_713b8f34_000034.wav
52,5,28,13.493000030517578,بل بدا لهم ما كانوا يخفون من قبل ولو ردوا لعادوا لما نهوا عنه وانهم لكاذبون,16,16,tadabur_spk0052_S5_A28_bd5460f8_000018.wav
101,2,174,22.858999252319336,فانقلبوا بنعمة من الله وفضل لم يمسسهم سوء واتبعوا رضوان الله والله ذو فضل عظيم,15,15,tadabur_spk0101_S2_A174_bbcce02b_000054.wav
22,22,54,6.784999847412109,فذرهم في غمرتهم حتى حين,5,5,tadabur_spk0022_S22_A54_c2b96d47_000049.wav
1,22,39,5.464000225067139,قال رب انصرني بما كذبون,5,5,tadabur_spk0001_S22_A39_946170f2_000030.wav
724,18,91,4.486999988555908,ان دعوا للرحمن ولدا,4,4,tadabur_spk0724_S18_A91_5bb304b1_000000.wav
26,87,9,2.183000087738037,لسعيها راضية,2,2,tadabur_spk0026_S87_A9_9fb698b0_000028.wav
65,36,174,3.6429998874664307,فتول عنهم حتى حين,4,4,tadabur_spk0065_S36_A174_2b0337f1_000025.wav
8,14,51,4.824999809265137,ونبئهم عن ضيف ابراهيم,4,4,tadabur_spk0008_S14_A51_2923ac89_000098.wav
4,84,15,4.1020002365112305,ذو العرش المجيد,3,3,tadabur_spk0004_S84_A15_5459b5b6_000193.wav
66,23,58,56.27899932861328,يا ايها الذين امنوا ليستاذنكم الذين ملكت ايمانكم والذين لم يبلغوا الحلم منكم ثلاث مرات من قبل صلاة الفجر وحين تضعون ثيابكم من الظهيرة ومن بعد صلاة العشاء ثلاث عورات لكم ليس عليكم ولا عليهم جناح بعدهن طوافون عليكم بعضكم على بعض كذلك يبين الله لكم الايات والله عليم حكيم,50,50,tadabur_spk0066_S23_A58_647eb111_000037.wav
3,2,85,11.505000114440918,ومن يبتغ غير الاسلام دينا فلن يقبل منه وهو في الاخرة من الخاسرين,13,13,tadabur_spk0003_S2_A85_5eda5449_000044.wav
66,1,178,36.29399871826172,يا ايها الذين امنوا كتب عليكم القصاص في القتلى الحر بالحر والعبد بالعبد والانثى بالانثى فمن عفي له من اخيه شيء فاتباع بالمعروف واداء اليه باحسان ذلك تخفيف من ربكم ورحمة فمن اعتدى بعد ذلك فله عذاب اليم,38,38,tadabur_spk0066_S1_A178_a074f115_000129.wav
48,43,57,5.552000045776367,فضلا من ربك ذلك هو الفوز العظيم,7,7,tadabur_spk0048_S43_A57_268e1334_000046.wav
26,14,75,8.321999549865723,ان في ذلك لايات للمتوسمين,5,5,tadabur_spk0026_S14_A75_924d19ae_000072.wav
126,1,199,10.35200023651123,ثم افيضوا من حيث افاض الناس واستغفروا الله ان الله غفور رحيم,12,12,tadabur_spk0126_S1_A199_072da4e0_000195.wav
218,2,67,15.53600025177002,ما كان ابراهيم يهوديا ولا نصرانيا ولكن كان حنيفا مسلما وما كان من المشركين,14,14,tadabur_spk0218_S2_A67_199a3f1a_000077.wav
17,42,21,10.104000091552734,ام اتيناهم كتابا من قبله فهم به مستمسكون,8,8,tadabur_spk0017_S42_A21_74ff8dba_000044.wav
647,2,150,6.0289998054504395,بل الله مولاكم وهو خير الناصرين,6,6,tadabur_spk0647_S2_A150_493f3346_000007.wav
153,2,2,11.46399974822998,الله لا اله الا هو الحي القيوم,7,7,tadabur_spk0153_S2_A2_7fd4bd81_000000.wav
66,3,71,10.404000282287598,يا ايها الذين امنوا خذوا حذركم فانفروا ثبات او انفروا جميعا,11,11,tadabur_spk0066_S3_A71_4ee9408b_000033.wav
8,25,211,4.894000053405762,وما ينبغي لهم وما يستطيعون,5,5,tadabur_spk0008_S25_A211_5ce11661_000001.wav
17,25,79,6.843999862670898,والذي هو يطعمني ويسقين,4,4,tadabur_spk0017_S25_A79_5fba0078_000071.wav
101,13,19,17.98699951171875,الم تر ان الله خلق السماوات والارض بالحق ان يشا يذهبكم ويات بخلق جديد,14,14,tadabur_spk0101_S13_A19_19f590f9_000015.wav
717,55,27,6.191999912261963,واصحاب اليمين ما اصحاب اليمين,5,5,tadabur_spk0717_S55_A27_c19b0b1c_000000.wav
254,5,97,17.134000778198242,وهو الذي جعل لكم النجوم لتهتدوا بها في ظلمات البر والبحر قد فصلنا الايات لقوم يعلمون,16,16,tadabur_spk0254_S5_A97_30467342_000000.wav
37,17,11,8.986000061035156,فضربنا على اذانهم في الكهف سنين عددا,7,7,tadabur_spk0037_S17_A11_4ee86be0_000000.wav
34,35,48,8.704000473022461,ويقولون متى هذا الوعد ان كنتم صادقين,7,7,tadabur_spk0034_S35_A48_015b911f_000027.wav
120,19,123,17.78499984741211,قال اهبطا منها جميعا بعضكم لبعض عدو فاما ياتينكم مني هدى فمن اتبع هداي فلا يضل ولا يشقى,18,18,tadabur_spk0120_S19_A123_6f3a5184_000069.wav
45,97,3,3.5209999084472656,فيها كتب قيمة,3,3,tadabur_spk0045_S97_A3_1d26cf92_000357.wav
